Timestamp,File,Model,Prediction,Confidence,Latency (ms)
2025-07-05 07:52:52.062381,eeg_high_1.csv,CNN,High Load,1.0,268.92709732055664
2025-07-05 07:52:52.256442,eeg_high_1.csv,CNN,High Load,1.0,194.0608024597168
2025-07-05 07:52:52.459796,eeg_high_1.csv,CNN,High Load,1.0,203.3545970916748
2025-07-05 07:52:52.776517,eeg_high_1.csv,CNN,High Load,1.0,314.1942024230957
2025-07-05 07:52:52.986058,eeg_high_1.csv,CNN,High Load,1.0,209.54132080078125
2025-07-05 07:52:53.192805,eeg_high_1.csv,CNN,High Load,1.0,206.74753189086914
2025-07-05 07:52:53.416410,eeg_high_1.csv,CNN,High Load,1.0,223.6042022705078
2025-07-05 07:52:53.637410,eeg_high_1.csv,CNN,High Load,1.0,221.00019454956055
2025-07-05 07:52:53.846064,eeg_high_1.csv,CNN,High Load,1.0,208.65440368652344
2025-07-05 07:52:54.064876,eeg_high_1.csv,CNN,High Load,1.0,218.8115119934082
2025-07-05 07:52:54.386283,eeg_high_1.csv,CNN,High Load,1.0,321.4068412780762
2025-07-05 07:52:54.588470,eeg_high_1.csv,CNN,High Load,1.0,202.18682289123535
2025-07-05 07:52:54.806292,eeg_high_1.csv,CNN,High Load,1.0,213.29474449157715
2025-07-05 07:52:55.016385,eeg_high_1.csv,CNN,High Load,1.0,210.09325981140137
2025-07-05 07:52:55.226613,eeg_high_1.csv,CNN,High Load,1.0,210.22820472717285
2025-07-05 07:52:55.440801,eeg_high_1.csv,CNN,High Load,1.0,214.1869068145752
2025-07-05 07:52:55.654514,eeg_high_1.csv,CNN,High Load,1.0,212.50653266906738
2025-07-05 07:52:55.986603,eeg_high_1.csv,CNN,High Load,1.0,332.0889472961426
2025-07-05 07:52:56.271775,eeg_high_1.csv,CNN,High Load,1.0,285.1712703704834
2025-07-05 07:52:56.489823,eeg_high_1.csv,CNN,High Load,1.0,218.0485725402832
2025-07-05 07:52:56.686375,eeg_high_1.csv,CNN,High Load,1.0,196.55132293701172
2025-07-05 07:52:56.896609,eeg_high_1.csv,CNN,High Load,1.0,210.2344036102295
2025-07-05 07:52:57.111936,eeg_high_1.csv,CNN,High Load,1.0,215.32678604125977
2025-07-05 07:52:57.326496,eeg_high_1.csv,CNN,High Load,1.0,211.55190467834473
2025-07-05 07:52:57.646241,eeg_high_1.csv,CNN,High Load,1.0,319.7445869445801
2025-07-05 07:52:57.861485,eeg_high_1.csv,CNN,High Load,1.0,215.24405479431152
2025-07-05 07:52:58.146513,eeg_high_1.csv,CNN,High Load,1.0,279.01554107666016
2025-07-05 07:52:58.356161,eeg_high_1.csv,CNN,High Load,1.0,204.6365737915039
2025-07-05 07:52:58.576259,eeg_high_1.csv,CNN,High Load,1.0,215.0895595550537
2025-07-05 07:52:58.787604,eeg_high_1.csv,CNN,High Load,1.0,211.34519577026367
2025-07-05 07:52:59.001519,eeg_high_1.csv,CNN,High Load,1.0,213.91534805297852
2025-07-05 07:52:59.328100,eeg_high_1.csv,CNN,High Load,1.0,326.5810012817383
2025-07-05 07:52:59.533578,eeg_high_1.csv,CNN,High Load,1.0,205.47747611999512
2025-07-05 07:52:59.736083,eeg_high_1.csv,CNN,High Load,1.0,202.50511169433594
2025-07-05 07:52:59.995449,eeg_high_1.csv,CNN,High Load,1.0,253.3550262451172
